"folio","dif_inf","dif_url","portinte","edo_fina","pre_serv","pln_prog","in_efi","re_hid","di_tari","ben_subs","obr_proc","di_otro","d_otr_es","sif_opn","opn_impl","opn_bita","opn_moni","opn_apcu","opn_entr","opn_apen","opn_otrm","opin_esp","rep_quej","fuga_pro","atn_most","carc_liq","opn_otro","es_ot_as"
"26056","0","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"26057","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"26058","1","","2","","","","","","","","1","","","2","","","","","","","","","","","","","",""
"26059","2","","0","","","","","","","","","","","1","1","","","","","","","","1","1","","","",""
"26060","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"26061","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"26062","2","","0","","","","","","","","","","","1","","","","","","","1","","1","1","","1","",""
"26063","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"26064","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"26065","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"26066","1","URES.GOB.MX/SECCIONES.PHP?CATE=133","2","1","","","","","","","1","","","2","","","","","","","","","","","","","",""
"26067","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"26068","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"26069","1","MUNICIPIO DE YECORA (FACEBOOK)","2","","1","","","","","","1","","","1","1","","","","","","","","1","1","1","","",""
"26070","2","","0","","","","","","","","","","","1","1","1","1","1","1","1","","","1","1","","","",""
"26071","1","HTTPS://M.FACEBOOK.COM/COMUNICACION.BENITOJUAREZ.9?_TN_=CH-R","2","","","1","","","","","1","","","1","1","","","","","","1","","1","1","","","",""
"26072","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"27001","1","HTTP://WWW.BALANCAN2016-2018.GOB.MX/SASMUB2019/","2","1","1","","","","1","","","","","1","1","","","","","","","","1","1","","","",""
"27002","1","HTTPS://TABASCO.GOB.MX/CEAS","1","1","1","","1","","","","1","","","2","","","","","","","","","","","","","",""
"27003","1","HTTPS://TABASCO.GOB.MX/CEAS","1","1","1","","1","","","","1","","","2","","","","","","","","","","","","","",""
"27004","1","VILLAHERMOSA.GOB.MX","2","","","1","1","","","","1","","","1","","1","1","","1","1","","","1","1","1","","",""
"27005","1","HTTPS://TABASCO.GOB.MX/CEAS","1","1","1","","1","","","","1","","","2","","","","","","","","","","","","","",""
"27006","1","HTTPS://TABSCO.GOB.MX/CEAS","1","1","1","","1","","","","1","","","2","","","","","","","","","","","","","",""
"27007","1","HTTPS://TABSCO.GOB.MX/CEAS","1","1","1","","1","","","","1","","","2","","","","","","","","","","","","","",""
"27008","1","HTTPS://TABASCO.GOB.MX/CEAS","1","1","1","","1","","","","1","","","2","","","","","","","","","","","","","",""
"27009","1","HTTPS://TABASCO.GOB.MX/CEAS","1","1","1","","1","","","","1","","","2","","","","","","","","","","","","","",""
"27010","1","HTTPS://TABASCO.GOB.MX/CEAS","1","1","1","","1","","","","1","","","2","","","","","","","","","","","","","",""
"27011","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"27012","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"27013","1","HTTPS://TABASCO.GOB.MX/CEAS","1","1","1","","1","","","","1","","","2","","","","","","","","","","","","","",""
"27014","1","HTTPS://TABASCO.GOB.MX/CEAS","1","1","1","","1","","","","1","","","2","","","","","","","","","","","","","",""
"27015","1","HTTPS://TABASCO.GOB.MX/CEAS","1","1","1","","1","","","","1","","","2","","","","","","","","","","","","","",""
"27016","1","HTTPS://TABASCO.GOB.MX/CEAS","1","1","1","","1","","","","1","","","2","","","","","","","","","","","","","",""
"27017","1","HTTPS://TABASCO.GOB.MX/CEAS","1","1","1","","1","","","","1","","","2","","","","","","","","","","","","","",""
"28001","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"28002","1","COMAPAALDAMA.GOB.MX","1","1","1","1","1","1","1","","1","","","2","","","","","","","","","","","","","",""
"28003","0","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"28004","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"28005","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"28006","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"28007","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"28008","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"28009","1","WWW.COMAPA-ZCONURBADA.GOB.MX","1","1","1","","1","","1","1","1","","","1","","1","","","","","","","1","","","","",""
"28010","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"28011","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"28012","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"28013","1","","1","","","1","","1","","","1","","","1","","","1","","","1","","","","1","1","1","",""
"28014","0","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"28015","1","COMAPADIAZORDAZ.COM.MX","1","1","","","1","","1","1","","","","2","","","","","","","","","","","","","",""
"28016","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"28017","1","HTTP://COMAPAJAUMAVE.COM.MX","1","1","1","","","","1","","","","","2","","","","","","","","","","","","","",""
"28018","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"28019","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"28020","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"28021","1","HTTPS://WWW.COMAPAMANTE.GOB.MX/","1","","1","1","","","1","1","","","","1","","1","1","","1","","","","1","1","1","1","",""
"28022","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"28023","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"28024","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"28025","1","COMAPA.GOB.MX","1","1","1","1","","","1","","1","","","1","1","","","","","","","","1","1","1","","",""
"28026","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"28027","1","COMAPANUEVOLAREDO.GOB.MX","1","","1","1","","","1","1","1","","","2","","","","","","","","","","","","","",""
"28028","1","NUEVOMORELOS.GOB.MX/COMAPA/","2","1","","","","","","","","","","2","","","","","","","","","","","","","",""
"28029","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"28030","2","","0","","","","","","","","","","","1","1","","","","","","","","1","","","","",""
"28031","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"28032","1","HTTP://WWW.COMAPAREYNOSA.GOB.MX/INICIO/","1","","","","1","","","","","","","2","","","","","","","","","","","","","",""
"28033","1","EN CONSTRUCCION","1","1","1","1","1","1","1","","","","","1","1","1","1","","1","1","1","","1","1","1","1","",""
"28034","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"28035","1","REDES SOCIALES","1","","1","","","","","","","","","2","","","","","","","","","","","","","",""
"28036","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"28037","2","","0","","","","","","","","","","","1","1","","","","","","","","1","","","","",""
"28038","1","WWW.COMAPA-ZCONURBADA.GOB.MX","1","1","1","","1","","1","1","1","","","1","","1","","","","","","","1","","","","",""
"28039","2","","0","","","","","","","","","","","1","1","","1","1","1","","","","1","1","1","","",""
"28040","1","COMAPAVALLEHERMOSO.GOB.MX","1","","1","1","","","","","1","","","2","","","","","","","","","","","","","",""
"28041","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"28042","2","","0","","","","","","","","","","DIFUNDIR CUANDO VA HABER UN CORTE DE AGUA","2","","","","","","","","","","","","","",""
"28043","1","COMAPAXICOTENCATL.COM.MX","1","1","","","","","1","","","","","2","","","","","","","","","","","","","",""
"29001","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"29002","1","WWW.APETATITLAN-TLAX.GOB.MX","2","","1","","","","","","","","","1","","","","","","","1","Encuestas en el área de oficina","1","1","1","","",""
"29003","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"29004","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"29005","1","capamapizaco.gob.mx","1","","1","1","","1","","1","1","","","2","","","","","","","","","","","","","",""
"29006","1","FACEBOOK.COM/CALPULALPAN1721/","2","","","1","","","1","","1","","","1","1","","","","","","","","1","1","1","1","",""
"29007","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"29008","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"29009","1","CUAXOMULCO2017-2021.GOB.MX","1","","1","1","","","1","","","","","2","","","","","","","","","","","","","",""
"29010","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"29011","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"29012","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"29013","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"29014","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"29015","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"29016","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"29017","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"29018","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"29019","0","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"29020","2","","0","","","","","","","","","","","1","","","","","1","","","","","","","1","",""
"29021","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"29022","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"29023","2","","0","","","","","","","","","","","1","","","1","","1","","","","","1","","","",""
"29024","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"29025","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"29026","1","WWW.SANTACRUZTLAXCALA.GOB.MX","1","1","","1","","","","","1","","","1","1","","","","1","","","","","1","1","","",""
"29027","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"29028","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"29029","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"29030","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"29031","1","HTTPS://WWW.FACEBOOK.COM/TETLATLAXCALA","2","","1","","","","1","","","","","1","","1","","","","","","","1","1","","","",""
"29032","0","","0","","","","","","","","","","","1","","","1","","1","","","","1","1","","1","",""
"29033","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"29034","2","","0","","","","","","","","","","","1","1","","1","","","","","","1","1","1","","",""
"29035","1","WWW.TOCATLANTLAX.GOB.MX","2","","","","1","","","","","","","2","","","","","","","","","","","","","",""
"29036","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"29037","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"29038","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"29039","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"29040","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"29041","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"29042","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"29043","0","","0","","","","","","","","","","","1","","1","","","","","","","1","1","1","","",""
"29044","1","HTTPS://WWW.FACEBOOK.COM/CAPAZACATELCO/","1","","","1","","","","","1","","","2","","","","","","","","","","","","","",""
"29045","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"29046","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"29047","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"29048","0","","0","","","","","","","","","","","0","","","","","","","","","","","","","",""
"29049","2","","0","","","","","","","","","","","1","","","","","","1","","","","1","1","1","",""
"29050","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"29051","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"29052","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"29053","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"29054","2","","0","","","","","","","","","","","1","","","","","","","1","LA INFORMACIÓN SE RECABA POR ENTREVISTA PERSONALIZADA","1","","","","",""
"29055","2","","0","","","","","","","","","","","1","","","","","","1","","","1","","","","",""
"29056","2","","0","","","","","","","","","","","1","","","","","1","","","","1","","","","",""
"29057","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"29058","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"29059","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"29060","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30001","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30002","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30003","2","","0","","","","","","","","","","","1","","","1","","","","","","","1","","","",""
"30004","1","HTTP://ACTOPAN.GOB.MX/ Y CAEV.GOB.MX","2","","1","","1","","1","","","","","1","1","1","","","1","","","","1","1","1","1","",""
"30005","1","CAEV.GOB.MX","1","1","1","1","1","1","1","1","1","","","1","","1","","","1","","","","1","1","1","1","",""
"30006","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30007","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30008","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30009","2","","0","","","","","","","","","","","1","","","","1","","","","","1","1","1","1","",""
"30010","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30011","1","HTTP://WWW.CAEV.GOB.MX/","1","","1","1","","","","","","","","1","1","","1","","","","","","1","","1","","",""
"30012","1","CAEV.GOB.MX/OFICINAS-OPERADORAS/OFICINAS-OPERADORAS/","1","","1","","1","","1","","","","","1","1","1","","","1","","","","1","1","1","1","",""
"30013","1","WWW.CAEV.GOB.MX","1","","","","1","","1","","","","","1","1","","","","","1","","","1","","","","",""
"30014","0","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30015","1","CAEV.GOB.MX","1","","1","","1","","1","","","","","1","1","1","","1","","","","","1","1","1","1","",""
"30016","1","FACEBOOK.COM/ESPACIODECULTURADELAGUA.LAANTIGUA","1","","","1","","","","","","","","1","","","1","","","","","","","1","","","",""
"30017","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30018","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30019","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30020","2","","0","","","","","","","","","","","1","","","","","1","","1","COMITESDE CONTRALORIA SOCIAL","1","","","","",""
"30021","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30022","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30023","2","","0","","","","","","","","","","","1","1","","","","","","","","1","1","1","","",""
"30024","2","","0","","","","","","","","","","","1","1","1","","","","","","","1","","1","","",""
"30025","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30026","1","HTTP://WWW.CMAPBANDERILLA.COM.MX/","1","","","1","1","1","1","","1","","","1","1","","1","1","","","","","1","1","1","1","",""
"30027","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30028","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30029","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30030","1","CAEV.GOB.MX","1","","","","1","1","1","","1","","","1","1","","","","1","","","","1","1","1","1","",""
"30031","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30032","1","CAEV.GOB.MX","1","","1","","1","","1","","","","","1","1","1","","","1","","","","1","1","1","1","",""
"30033","2","","0","","","","","","","","","","","1","1","","","","","","","","1","1","","","",""
"30034","1","CAEV.GOB.MX","1","","1","1","","1","1","","1","","","2","","","","","","","","","","","","","",""
"30035","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30036","2","","0","","","","","","","","","","","1","1","","1","","1","","","","1","1","","","",""
"30037","1","CAEV.GOB.MX","1","1","1","1","","","1","","","","","1","1","","","","","","","","1","1","1","1","",""
"30038","1","","1","1","1","1","","1","1","","","","","1","1","","","","","","","","1","1","1","1","",""
"30039","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30040","1","CAEV.GOB.MX","1","1","1","1","","","1","","","","","1","1","","","","","","","","1","1","1","1","",""
"30041","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30042","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30043","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30044","1","HIDROSISTEMA.GOB.MX","1","","1","","","","1","1","1","","","2","","","","","","","","","","","","","",""
"30045","1","CAEV.GOB.MX","1","1","1","1","1","1","1","1","1","","","1","1","1","","","1","","","","1","1","1","1","",""
"30046","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30047","1","CASC.GOB.MX/INDEX.HTML","1","1","1","1","1","","1","1","","","","1","1","1","","","","","","","1","1","1","","",""
"30048","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30049","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30050","2","","0","","","","","","","","","","","1","","","","","","","1","A TRAVES DE CONSEJEROS COMUNITARIOS","1","","","","",""
"30051","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30052","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30053","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30054","1","WWW.CAEV.GOB.MX","1","","1","1","","1","1","","","","","1","1","","","","","","","","1","1","1","1","",""
"30055","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30056","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30057","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30058","1","HTTP://WWW.CAEV.GOB.MX","1","1","1","1","1","1","1","1","1","","","2","","","","","","","","","","","","","",""
"30059","1","CAEV.GOB.MX","1","","","1","","","1","","","","","1","1","","","","","","","","1","1","1","","",""
"30060","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30061","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30062","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30063","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30064","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30065","1","CAEV.GOB.MX","1","","1","","1","","1","","","","","1","1","1","","1","","","","","1","1","1","1","",""
"30066","1","CAEV.GOB.MX","1","1","1","1","","","1","","","","","1","1","","","","","","","","1","1","1","1","",""
"30067","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30068","1","CASFORTIN.GOB.MX","1","","1","","","","1","","1","","","1","1","","","","","","","","1","1","1","","",""
"30069","1","CAEV.GOB.MX","1","","1","1","1","1","","1","1","","","1","1","1","1","","","","","","1","1","1","1","",""
"30070","2","","0","","","","","","","","","","","1","","","1","","","","","","","1","","","",""
"30071","1","WWW.CMASHUATUSCO.ORG","1","1","1","1","1","1","1","","","","","2","","","","","","","","","","","","","",""
"30072","2","","0","","","","","","","","","","","1","","","","","","1","","","","1","","","",""
"30073","1","CAEV.GOB.MX","1","","1","","1","","1","","","","","1","1","1","","","","1","","","1","1","1","1","",""
"30074","1","CAEV.GOB.MX","1","","1","1","1","1","1","","1","","","1","1","","","","","1","","","1","1","1","","",""
"30075","2","","0","","","","","","","","","","","1","","","","","1","","","","1","","1","","",""
"30076","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30077","1","CAEV.GOB.MX","1","","1","","1","","","","","","","1","1","1","","","1","","","","1","1","1","1","",""
"30078","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30079","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30080","2","","0","","","","","","","","","","","1","1","","","","","","","","","1","1","","",""
"30081","1","HTTP://WWW.IXHUATLANCILLO.GOB.MX/","2","","1","","","","","","","","","1","1","","","","","","","","1","1","","","",""
"30082","1","CAEV.GOB.MX","1","","","1","","","1","","","","","1","1","","","","","","","","1","1","1","","",""
"30083","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30084","1","CAEV.GOB.MX","1","1","1","1","1","1","1","1","1","","","1","","1","","","1","","","","","1","1","1","",""
"30085","1","IXTACZOQUITLAN.GOB.MX","2","","","1","","","","1","1","","","1","","1","1","","1","","","","1","1","1","1","",""
"30086","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30087","1","CMASXALAPA.GOB.MX","1","1","1","1","1","1","1","1","1","","","1","","1","","","","","","","1","1","","1","",""
"30088","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30089","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30090","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30091","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30092","1","CAEV.GOB.MX/OFICINAS-OPERADORAS/OFICINAS-OPERADORAS/","1","1","1","1","","1","1","","1","","","1","1","1","","","","","","","1","1","1","1","",""
"30093","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30094","1","CAEV.GOB.MX","1","","","1","","1","1","","1","","","1","1","","","","","","","","1","1","1","","",""
"30095","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30096","2","","0","","","","","","","","","","","1","","","","","1","","","","","1","","","",""
"30097","2","","0","","","","","","","","","","","1","","","1","","1","","","","1","1","1","1","",""
"30098","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30099","1","CAEV.GOB.MX","1","","","1","1","","","","1","","","1","1","","","","","","","","1","1","","","",""
"30100","1","","2","1","1","","","","","","1","","","1","1","","","","1","","","","1","1","","1","",""
"30101","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30102","2","","0","","","","","","","","","","","1","1","","","","","","","","1","1","1","","",""
"30103","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30104","2","","0","","","","","","","","","","","1","","","","","","","1","REUNION  POR  MANZANA","","1","","1","",""
"30105","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30106","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30107","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30108","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30109","1","FACEBOOK/COMISIONDELAGUADELESTADODEVERACRUZ","1","","1","1","","","","","1","","","1","1","","","","","1","","","1","1","1","","",""
"30110","0","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30111","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30112","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30113","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30114","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30115","1","CAEV.GOB.MX","1","","1","1","1","1","1","","1","","","1","1","","","","","1","","","1","1","1","","",""
"30116","2","","0","","","","","","","","","","","1","","","1","","","","","","","1","","","",""
"30117","1",".OMEALCA.GOB.MX","2","","","1","","","","","","","","2","","","","","","","","","","","","","",""
"30118","1","HTTP://TRANSPARENCIA.ORIZABA.GOB.MX/","2","","1","1","","","","","","","","2","","","","","","","","","","","","","",""
"30119","1","CAEV.GOB.MX","1","","1","1","","","1","","1","","","2","","","","","","","","","","","","","",""
"30120","2","","0","","","","","","","","","","","1","","","","","","","1","REUNION  MUNICIPAL","1","","1","","",""
"30121","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30122","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30123","1","CAEV.GOG.MX/OFICNA-OPERADORA/","1","","1","","1","","1","","","","","1","1","1","","","1","","","","1","1","1","1","",""
"30124","1","www","1","","1","1","","","","","","","","1","1","","1","1","","","","","1","1","","1","",""
"30125","1","CAEV.GOB.MX","1","","1","","1","","1","","","","","1","1","1","","","1","","","","1","1","1","1","",""
"30126","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30127","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30128","1","CAEV.GOB.MX/OFICINAS-OPERADORAS/OFICINAS-OPERADORAS/","1","","1","1","1","","1","1","","","","1","1","1","","","1","","","","1","1","1","1","",""
"30129","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30130","1","CAEV.GOB.MX","1","","1","","1","","1","","","","","1","1","1","","","1","","","","1","1","1","1","",""
"30131","0","","0","","","","","","","","","","","1","1","","","1","","","","","1","1","1","1","",""
"30132","1","","2","1","1","1","","","","","1","","","2","","","","","","","","","","","","","",""
"30133","2","","0","","","","","","","","","","","1","1","","","","","","","","1","1","1","1","",""
"30134","1","CAEV.GOB.MX","1","","1","","1","","1","","","","","1","1","1","","","1","","","","1","1","1","1","",""
"30135","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30136","1","FACEBOOK REGIDURIA UNICA","1","","","","","","","","1","","","1","","1","1","","","","","","1","1","","","",""
"30137","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30138","1","CAEV.GOB.MX","1","","1","","1","","1","","","","","1","1","1","1","","1","","","","1","1","1","1","",""
"30139","1","CAEV.GOB.MX","1","","1","","1","","1","","","","","1","1","1","","","1","","","","1","1","1","1","",""
"30140","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30141","1","","1","1","","","1","","1","","","","","1","1","","","","","","","","1","1","1","1","",""
"30142","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30143","1","CAEV.GOB.MX","1","","1","","1","","1","","","","","1","1","1","","","1","","","","1","1","1","1","",""
"30144","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30145","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30146","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30147","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30148","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30149","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30150","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30151","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30152","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30153","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30154","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30155","1","CAEV.GOB.MX","1","","1","","1","","1","","","","","1","1","1","","","","1","","","1","1","1","1","",""
"30156","2","","0","","","","","","","","","","","1","1","","","","1","","","","1","1","","","",""
"30157","1","WWW.CAEV.GOB.MX/CAEV","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","","","","1","1","1","","",""
"30158","1","CAEV.GOB.MX","1","","1","","1","","1","","","","","1","1","1","","","1","","","","1","1","1","1","",""
"30159","2","","0","","","","","","","","","","","1","","","","","1","","","","1","1","","","",""
"30160","1","WWW.CAEV.GOB.MX/CAEV","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","","","","1","1","1","","",""
"30161","1","CAEV.GOB.MX/OFICINAS-OPERADORAS/OFICINAS-OPERADORAS/","1","","1","","","","1","","","","","1","1","1","","","1","","","","1","1","1","1","",""
"30162","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30163","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30164","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30165","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"30166","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
